step,queue_length,average_speed,cumulative_reward,throughput,waiting_time
730,22,14.781871830451493,-96834.0,68,101.2
731,23,12.227915431512955,-97064.0,69,117.5
735,24,13.515179379311405,-97303.0,69,133.1
736,25,13.100885455379398,-97545.0,69,149.8
737,24,16.07125816341267,-97791.0,69,167.7
738,24,13.868440753664554,-98031.0,70,186.7
739,29,15.34505941661364,-98315.0,70,205.8
743,25,11.362436882602793,-98588.0,71,226.8
744,25,11.881195210293306,-98838.0,71,131.7
745,23,13.366607831431498,-99070.0,71,86.7
746,23,12.433621033843473,-99300.0,71,74.3
747,20,15.271298479176096,-99509.0,71,75.2
751,16,19.900192839299066,-99693.0,71,53.3
752,15,18.600701456319214,-99852.0,71,60.5
753,15,19.65482260192653,-100001.0,71,68.5
754,17,21.611882772066405,-100163.0,71,76.5
755,18,21.119560495646322,-100335.0,71,85.0
759,23,18.7361171808721,-100550.0,71,65.7
760,22,12.67548519385442,-100773.0,71,77.5
761,19,11.115448318037323,-100974.0,72,92.8
762,23,13.843982636664476,-101194.0,72,109.8
763,24,11.620197151527055,-101429.0,72,127.3
767,22,13.768954997286562,-101662.0,72,136.6
768,23,14.864774670774036,-101887.0,72,152.6
769,20,14.781675720665026,-102099.0,72,168.8
770,22,14.548618899035365,-102312.0,72,185.8
771,23,14.088693357978551,-102534.0,72,203.6
775,24,9.593090927045983,-102771.0,72,173.6
776,23,9.51027482750972,-103008.0,72,117.3
777,21,11.175069811975586,-103223.0,72,84.5
778,19,14.381304422907146,-103424.0,72,82.39999999999999
779,17,17.679690300616958,-103597.0,72,91.0
783,16,20.465610749446963,-103763.0,72,59.3
784,17,18.894597453810164,-103924.0,72,66.3
785,16,17.3100496915418,-104080.0,72,74.1
786,17,20.44732848311053,-104250.0,72,83.1
787,16,17.365366498602278,-104419.0,72,92.7
791,19,12.378112237830255,-104606.0,72,78.2
792,19,12.206141978703503,-104794.0,72,90.2
793,24,17.61538681066924,-105033.0,72,104.10000000000001
794,24,16.036494340186877,-105273.0,72,119.10000000000001
795,26,14.775840472741258,-105525.0,72,134.1
799,23,13.029031648380537,-105763.0,72,136.2
800,24,15.27736636611121,-106006.0,72,152.6
801,22,15.657996820407506,-106227.0,72,169.6
802,24,17.6588132488739,-106460.0,72,188.4
806,24,14.443555350630906,-106697.0,72,204.6
807,24,12.219168690334618,-106937.0,72,143.3
808,22,10.015029849169144,-107174.0,72,109.0
809,22,10.524453706725447,-107394.0,72,71.5
810,20,11.545608307678842,-107610.0,72,79.5
814,17,18.975670660711412,-107816.0,72,48.800000000000004
815,18,17.798112758962912,-107993.0,73,56.2
816,17,18.801563600216433,-108171.0,73,64.2
817,19,20.92499907471115,-108350.0,73,73.2
818,19,20.683428135070166,-108540.0,73,82.5
822,21,18.888971537627697,-108742.0,73,68.2
823,22,15.039376281259283,-108953.0,73,78.8
824,21,14.939718920634244,-109164.0,73,92.1
825,22,14.52742959626747,-109382.0,73,106.5
826,24,14.780983162411408,-109607.0,73,123.0
830,23,15.638194162620104,-109843.0,73,119.1
831,26,17.589600833329328,-110087.0,73,134.1
832,21,17.33879704029426,-110313.0,73,150.2
833,23,16.75050391193044,-110533.0,74,167.2
834,22,17.403961099772758,-110755.0,74,184.2
838,23,14.817323787203911,-110981.0,74,159.1
839,21,12.040407672119276,-111208.0,74,105.0
840,20,12.35803658597771,-111412.0,75,72.1
841,20,12.119122945701438,-111612.0,75,68.4
842,17,17.274926021863987,-111790.0,75,76.4
846,15,21.34702366314169,-111948.0,75,51.3
847,17,21.421020979329064,-112116.0,75,58.3
848,19,23.739634977233635,-112286.0,75,65.8
849,19,22.408563067820353,-112476.0,75,73.8
850,20,21.80837060588363,-112663.0,75,82.0
854,20,20.888667143269856,-112863.0,75,68.2
855,21,17.71579041892877,-113077.0,75,78.9
856,22,16.36581931176922,-113287.0,75,91.2
857,22,14.961489700990844,-113507.0,75,105.2
858,24,13.431814141552353,-113735.0,75,120.7
862,21,14.100952438562539,-113949.0,75,115.1
863,23,15.277777398018655,-114171.0,75,130.3
864,20,15.346306199206431,-114378.0,75,146.4
865,23,17.064761897051145,-114607.0,75,163.4
866,23,16.26864607343402,-114837.0,75,180.4
870,22,16.086629385050227,-115057.0,75,128.2
871,21,13.875935684077788,-115272.0,75,75.7
872,20,14.87035628389995,-115473.0,75,47.4
873,19,15.992900158468888,-115670.0,75,55.4
874,16,16.641530693799634,-115854.0,75,63.4
878,17,20.03152495418457,-116020.0,75,40.9
879,13,18.986877760559977,-116171.0,75,46.9
880,16,21.16936300232646,-116317.0,75,53.1
881,17,21.833302032516567,-116479.0,75,60.2
885,20,21.010173701876965,-116648.0,75,47.3
886,21,16.79865871901176,-116853.0,75,55.8
887,18,15.661332732455666,-117054.0,76,66.8
888,22,18.288082988435285,-117262.0,76,80.10000000000001
889,24,18.189433077783836,-117484.0,77,94.10000000000001
893,23,16.407088052680006,-117722.0,77,112.6
894,25,15.584071107041389,-117961.0,77,128.6
895,22,14.892926288857623,-118199.0,77,146.0
896,23,14.489582213748825,-118429.0,77,164.6
897,24,13.92708502985369,-118666.0,77,183.6
901,27,17.22209995396359,-118910.0,77,198.3
902,27,15.30271423519932,-119180.0,77,107.4
903,25,14.011662615545601,-119443.0,77,64.10000000000001
