step,queue_length,average_speed,cumulative_reward,throughput,waiting_time
282,27,15.366277102359765,-62338.0,32,950.0
283,26,14.481894225714168,-62608.0,32,973.0
284,27,13.594204986292795,-62877.0,33,996.0
285,27,13.805102087024189,-63152.0,33,1019.0
286,26,12.445646956753423,-63419.0,33,1042.0
287,26,10.860293165682835,-63687.0,33,1065.0
288,28,12.789282076560784,-63951.0,33,1089.0
289,26,12.50467171049705,-64223.0,33,1113.0
290,28,14.224169543176329,-64491.0,33,1137.0
291,26,13.45326966137646,-64762.0,33,1161.0
292,28,15.070692054507116,-65034.0,33,1185.0
293,26,13.455543979140684,-65300.0,33,1209.0
294,27,12.702879155142764,-65567.0,33,1233.0
295,27,15.03499968916421,-65839.0,33,1257.0
296,28,15.485830505439791,-66119.0,33,1264.5
297,28,13.364529494840658,-66391.0,33,1287.5
298,29,13.720978347786676,-66671.0,33,925.5
299,30,11.495495838605821,-66970.0,34,946.4
300,28,12.663281393273836,-67244.0,34,968.4
301,29,13.512574421804315,-67530.0,34,990.4
302,28,14.465861068822273,-67821.0,35,1012.4
303,29,15.775624927415148,-68108.0,35,1034.4
304,26,16.429681919527745,-68393.0,35,1057.4
305,29,16.706351680087955,-68672.0,35,1080.4
306,26,16.143273501252157,-68949.0,35,1103.4
307,30,17.807120300147606,-69244.0,35,1126.4
308,28,17.69337371720031,-69539.0,36,1149.4
309,30,18.514825599463684,-69830.0,36,1172.4
310,28,18.160422958796776,-70123.0,36,1195.4
311,28,16.548645853529596,-70397.0,36,1218.4
312,26,15.346741380171057,-70671.0,37,1241.4
313,27,15.280793303922021,-70935.0,37,1264.4
314,27,14.441020274765927,-71203.0,37,1287.4
315,28,15.588142470505865,-71480.0,37,1310.4
316,28,16.256662477798468,-71762.0,37,1333.4
317,28,15.762988742843346,-72042.0,38,1356.4
318,26,13.679643581292458,-72313.0,38,1379.4
319,28,13.342678630747063,-72581.0,38,1402.6
320,28,14.128517093934372,-72852.0,38,1426.6
321,27,9.705214958964694,-73122.0,38,1450.6
322,28,10.005100863703124,-73401.0,38,1474.6
323,29,12.175835935366043,-73682.0,38,1498.6
324,28,10.433202139015618,-73963.0,38,1522.6
325,29,12.304126180368467,-74258.0,38,1546.6
326,30,12.849486635283418,-74549.0,38,1570.6
327,29,11.462049514603502,-74848.0,38,1594.6
328,28,12.657232055311578,-75132.0,38,1618.6
329,28,11.208596616463193,-75412.0,38,1642.6
330,27,9.422232178530509,-75683.0,38,1666.6
331,27,9.83314446231558,-75953.0,38,891.1
332,26,11.358266429011866,-76222.0,38,475.3
333,24,12.228575007713426,-76462.0,38,301.6
334,21,14.470798758230368,-76692.0,39,309.6
335,21,17.971004963555426,-76902.0,40,317.6
336,18,21.043041769020206,-77093.0,40,326.2
337,15,23.65814349170544,-77263.0,40,335.2
338,17,26.05523549554173,-77438.0,40,344.2
339,16,26.772696274942078,-77602.0,40,353.2
340,16,27.903823710644577,-77755.0,40,362.2
341,15,27.691399944491437,-77911.0,40,371.2
342,15,28.437432882738925,-78051.0,40,380.2
343,16,28.61009172756661,-78214.0,40,389.2
344,17,28.457457384574887,-78371.0,40,398.2
345,15,26.638247829597244,-78530.0,40,407.2
346,16,27.78644138352205,-78684.0,40,416.2
347,15,26.997765503487543,-78839.0,41,425.8
348,16,27.349897652038564,-78997.0,41,435.8
349,16,26.645944510968686,-79162.0,41,445.8
350,16,26.974476982953806,-79314.0,41,455.8
351,14,26.858836749846812,-79465.0,41,465.8
352,15,27.490935803750997,-79606.0,41,475.8
353,14,27.23310579789974,-79754.0,42,485.8
354,15,28.351503344583577,-79903.0,42,495.8
355,14,26.792583357314538,-80050.0,42,505.8
356,14,25.850607696240086,-80187.0,42,515.8000000000001
357,14,26.180842120655868,-80331.0,42,525.8000000000001
358,16,27.098454229997703,-80475.0,42,535.8000000000001
359,14,25.790627483472086,-80619.0,42,545.8000000000001
360,16,25.668804615420136,-80772.0,42,555.8000000000001
361,16,25.99992757518306,-80940.0,42,565.8000000000001
362,17,24.47243219771316,-81109.0,42,575.8000000000001
363,18,21.962109739115878,-81288.0,42,585.8000000000001
364,19,20.68744735471554,-81470.0,43,310.2
365,16,19.884775952042638,-81651.0,43,318.40000000000003
366,20,18.671517528669504,-81819.0,43,327.40000000000003
367,20,18.590228199233444,-82019.0,43,336.7
368,24,20.39942037548684,-82245.0,43,347.8
369,24,20.916565951177706,-82473.0,43,359.8
370,24,20.77012376714294,-82714.0,43,372.7
371,23,20.4929143533122,-82943.0,43,386.7
372,24,19.57707597344404,-83191.0,43,401.0
373,24,19.616886381638167,-83424.0,43,417.0
374,24,18.89392622714423,-83675.0,43,433.2
375,24,16.400402209849478,-83915.0,45,450.90000000000003
376,25,16.715569365216393,-84170.0,45,468.90000000000003
377,26,19.290604204788337,-84421.0,45,488.2
378,24,17.450993750496227,-84671.0,45,508.2
379,28,19.933782994344334,-84945.0,45,528.2
380,29,19.318587459421398,-85222.0,45,549.0
381,27,18.068101104455934,-85510.0,45,570.1
382,28,16.79921164144323,-85789.0,45,592.1
383,28,15.380088233925541,-86064.0,45,614.1
384,27,14.741845385572265,-86340.0,46,636.1
385,27,13.863169621463602,-86611.0,46,658.7
386,27,11.62356832415044,-86887.0,46,681.7
387,29,13.261539400988234,-87167.0,46,705.9
388,27,11.134359595699804,-87443.0,46,730.9
389,29,10.900479441974468,-87725.0,46,755.9
390,27,9.506089787928955,-87998.0,46,780.9
391,27,11.384191380681532,-88280.0,46,805.9
392,28,10.827653403984177,-88552.0,47,830.9
393,27,13.324170378073978,-88836.0,47,855.9
394,29,13.794248740818766,-89116.0,47,880.9
395,27,12.277707484590197,-89394.0,47,905.9
396,28,10.42289384871691,-89674.0,47,930.9
397,30,9.728647948650552,-89974.0,47,660.0
398,29,7.7786893076261165,-90269.0,48,683.8
399,30,9.128523372462064,-90559.0,48,707.8
400,31,7.4963856503303585,-90860.0,48,732.6
401,33,10.222831858256717,-91178.0,48,758.6
402,30,10.304196841197662,-91490.0,48,784.6
403,31,11.552179191739809,-91798.0,48,811.3
404,31,14.193043721049623,-92105.0,48,834.2
405,31,13.741628291724771,-92415.0,48,861.2
406,33,15.74218529402461,-92730.0,48,888.2
407,32,16.22986338151641,-93048.0,48,915.2
408,33,16.27747937135145,-93368.0,48,942.2
409,31,13.385139297618071,-93688.0,49,969.2
410,31,14.85191730025853,-93995.0,49,996.2
411,30,15.267663466992012,-94299.0,49,1015.9
412,31,14.72022240693154,-94608.0,49,1041.9
413,31,15.980540836274464,-94921.0,49,1067.9
414,30,16.47544117119325,-95224.0,49,1093.9
415,31,15.851530603472254,-95534.0,49,1119.9
416,31,14.982947799084062,-95848.0,50,1145.9
417,30,12.932601964648532,-96151.0,50,1171.9
418,31,13.569537485836667,-96460.0,50,1198.4
419,31,12.693158108368456,-96762.0,51,1226.4
420,31,13.46754580171851,-97077.0,51,1254.4
421,31,12.815874853004237,-97389.0,52,1282.4
422,31,12.690840350794266,-97703.0,52,1310.4
423,30,11.756313880253542,-98019.0,52,1338.4
424,30,10.791194238822321,-98319.0,52,1366.4
425,30,11.72735492620342,-98632.0,52,1394.4
426,33,13.44174071190514,-98939.0,52,1422.4
427,32,13.240271078017946,-99266.0,52,1450.4
428,32,11.764440453161914,-99583.0,52,1468.1
429,30,10.04101168523271,-99893.0,52,1495.1
430,30,9.359510775774913,-100193.0,52,1083.5
431,31,11.132814023806233,-100503.0,53,1107.4
432,29,11.044874353400763,-100793.0,53,1131.4
433,30,13.135786101464019,-101100.0,53,1155.4
434,31,14.367131118418305,-101407.0,53,1179.5
435,32,15.640445481119196,-101722.0,53,1204.5
436,31,17.78319311542532,-102034.0,53,1229.5
437,31,18.083237352654923,-102345.0,53,1254.5
438,31,18.562210486090223,-102654.0,53,1279.5
439,29,16.647587738421077,-102953.0,54,1304.5
440,30,18.035537759621516,-103244.0,54,1329.5
441,29,16.56319006386685,-103533.0,54,1354.5
442,30,17.34379559040193,-103816.0,54,1379.5
443,30,15.976039551094901,-104122.0,54,1404.5
444,30,14.846844352550765,-104418.0,54,1429.5
445,31,14.217442515672166,-104716.0,54,1454.5
446,31,12.994054583177517,-105026.0,54,1479.9
447,31,13.397065403384026,-105333.0,54,1505.8999999999999
448,30,10.294382365542917,-105640.0,54,1531.8999999999999
449,31,10.075617346578003,-105940.0,55,1557.8999999999999
450,30,7.686597120620455,-106249.0,55,1584.3
451,33,11.619549466986086,-106570.0,55,1611.3
452,34,12.06277681418759,-106901.0,55,1638.3
453,33,13.032284673324023,-107236.0,55,1665.3
454,31,12.626402193562631,-107560.0,55,1692.3
455,30,11.630807340918427,-107869.0,55,1719.3
456,31,13.534711604008839,-108174.0,55,1746.3
457,31,12.285501583909138,-108483.0,55,1773.3
458,31,13.534479272762102,-108793.0,55,1800.3
459,31,14.773793627294335,-109103.0,55,1827.3
460,32,13.626806707551538,-109414.0,55,1854.3
461,30,11.893003070153144,-109719.0,55,1881.3
462,30,8.085312128542789,-110019.0,56,1908.3
463,29,9.307839703864342,-110318.0,56,1130.2
464,28,8.617089891555754,-110606.0,56,712.8
465,26,7.664769218900152,-110866.0,57,371.6
466,23,11.558695375721857,-111120.0,57,300.5
467,22,16.982761049072906,-111349.0,57,308.5
468,20,20.941801737440215,-111558.0,57,316.5
469,20,24.035525277769775,-111771.0,57,324.5
470,21,23.84390319359653,-111971.0,57,332.5
471,18,24.544765664086782,-112163.0,57,340.5
472,16,25.525061488927694,-112331.0,57,348.5
473,14,27.299979306132432,-112473.0,57,357.20000000000005
474,14,28.02082913354106,-112613.0,57,366.20000000000005
475,13,28.253345288453747,-112743.0,57,375.20000000000005
476,14,28.7911377123284,-112875.0,58,384.20000000000005
477,15,29.884971053943566,-113020.0,58,393.20000000000005
478,15,29.762753564352362,-113166.0,58,402.20000000000005
479,14,27.83338864764349,-113313.0,59,411.20000000000005
480,16,27.411245693249374,-113461.0,59,420.2
481,13,26.714160577744885,-113604.0,59,429.2
482,15,26.361914484441833,-113742.0,59,438.2
483,13,28.016976731087,-113881.0,59,447.2
484,14,28.90715996595325,-114023.0,59,456.2
485,14,28.63272782224618,-114155.0,59,465.2
486,14,26.556280321397953,-114299.0,59,474.2
487,16,28.317964751610468,-114457.0,59,483.2
488,16,26.861291262265194,-114616.0,59,492.2
489,16,26.66036518021548,-114775.0,59,501.2
490,15,27.895710081641838,-114928.0,59,510.2
491,14,26.52037509828391,-115072.0,59,519.2
492,16,26.713401723682022,-115216.0,59,528.2
493,14,27.191263754270047,-115358.0,59,537.2
494,15,24.80926650660216,-115511.0,59,546.7
495,17,22.365572028518546,-115673.0,59,556.9
496,17,22.286673086654172,-115843.0,59,273.7
497,15,20.506550007561128,-116014.0,59,282.4
498,19,19.111921508902917,-116177.0,59,291.8
499,19,18.03920144084055,-116367.0,59,301.8
500,20,19.834177340231076,-116556.0,60,312.3
501,20,20.204762730416405,-116761.0,60,323.4
502,23,20.74534068198233,-116974.0,60,335.4
503,22,20.36389253421728,-117194.0,61,348.4
504,24,18.952315692718397,-117430.0,61,362.2
505,24,19.544387543171787,-117671.0,61,376.6
506,26,19.277865387629426,-117915.0,61,392.1
507,26,20.135069573370146,-118169.0,61,408.1
508,25,20.270618170617333,-118425.0,61,424.2
509,24,20.485755973092566,-118664.0,62,442.2
510,23,20.45841271585493,-118911.0,62,460.2
511,25,20.036165406410454,-119151.0,62,479.1
512,23,18.930819457412554,-119391.0,63,498.1
513,23,18.58939796874392,-119628.0,63,517.8000000000001
514,24,18.39157859093645,-119864.0,63,537.8000000000001
515,24,16.50188774468877,-120101.0,63,557.8000000000001
516,24,15.545816256700911,-120344.0,63,577.8000000000001
517,25,15.321211969598572,-120585.0,64,597.8000000000001
518,23,13.005961517875514,-120827.0,65,618.8000000000001
519,25,14.874111854832957,-121073.0,65,639.8000000000001
520,23,12.985568021696086,-121305.0,65,660.8000000000001
521,23,15.60019775678939,-121550.0,65,681.8
522,25,14.96616647454769,-121790.0,65,702.8
523,27,17.395063971938807,-122050.0,65,723.8
524,25,16.707149193390887,-122318.0,65,744.8000000000001
525,24,14.6622639373526,-122563.0,65,765.8000000000001
526,25,15.367940570301258,-122809.0,65,786.8000000000001
527,25,15.068086153682444,-123052.0,65,807.8000000000001
528,24,13.508920468500701,-123297.0,65,828.8000000000001
529,24,10.842057559792377,-123537.0,66,568.3
530,25,10.954838398363462,-123779.0,66,587.3000000000001
531,24,12.387633121062951,-124011.0,66,607.0
532,24,12.802065669243177,-124251.0,66,627.0
533,26,13.919639882559922,-124511.0,67,647.1
534,25,13.668796016574795,-124758.0,67,668.1
535,25,14.320721466268152,-125014.0,67,689.1
536,25,16.35582898135255,-125262.0,67,710.1
537,27,17.6146305714474,-125516.0,67,731.1
538,26,17.954885163115126,-125777.0,67,752.1
539,26,18.558039493441566,-126032.0,67,773.1
540,24,17.053848262105646,-126277.0,67,794.1
541,28,20.14558665794425,-126553.0,67,815.1
542,26,17.723616761880447,-126816.0,68,836.1
543,29,16.960448733015017,-127089.0,68,857.1
